file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	binning	P95	285	0.023663	0.044403	0.044403	0.044403	1.000000	0.021807
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	raw	P95	285	0.022793	0.044403	0.044403	0.044403	1.000000	0.021561
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	binning	P99	285	0.021431	0.044403	0.044403	0.044403	1.000000	0.021310
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	raw	P99	285	0.021431	0.044403	0.044403	0.044403	1.000000	0.021310
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	binning	P999	285	0.018397	0.044403	0.044403	0.044403	1.000000	0.020635
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	G	raw	P999	285	0.018397	0.044403	0.044403	0.044403	1.000000	0.020635
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	binning	P1	285	0.012698	0.034410	0.047260	0.054577	0.975439	-0.009377
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	raw	P1	285	0.012698	0.034410	0.047260	0.054577	0.975439	-0.009377
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	binning	P50	285	0.012253	0.034143	0.043046	0.064434	0.992982	0.009684
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	raw	P50	285	0.012378	0.064434	0.813291	0.976733	0.940351	-0.014728
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold2	T	binning	P75	285	0.015542	0.036193	0.044542	0.048842	0.989474	0.010902
